"Region","Year","TyphoidRate","DiarrheaRate","HepatitisRate","UnsafeRisk","Series.Name","AvgValue"
"African Region",2006,0.04,22.28,0.68,10.16,"People using at least basic drinking water services (% of population)",60.2608141937209
"African Region",2006,0.04,22.28,0.68,10.16,"People using at least basic sanitation services (% of population)",29.5814553188333
"African Region",2006,0.04,22.28,0.68,10.16,"People using safely managed drinking water services (% of population)",18.3462653312381
"African Region",2006,0.04,22.28,0.68,10.16,"People using safely managed sanitation services (% of population)",17.4389681448
"African Region",2006,0.04,22.28,0.68,10.16,"People with basic handwashing facilities including soap and water (% of population)",11.4824402506667
"African Region",2006,0.04,22.28,0.68,10.16,"Population density (people per sq. km of land area)",88.1617204339348
"African Region",2006,0.04,22.28,0.68,10.16,"Population, total",16849466.7446809
"African Region",2006,0.04,22.28,0.68,10.16,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",38.0062852628605
"African Region",2007,0.04,22.33,0.68,10.11,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",11.0745538856744
"African Region",2007,0.04,22.33,0.68,10.11,"People practicing open defecation (% of population)",27.4439469096905
"African Region",2007,0.04,22.33,0.68,10.11,"People using at least basic drinking water services (% of population)",60.9561381281395
"African Region",2007,0.04,22.33,0.68,10.11,"People using at least basic sanitation services (% of population)",30.3398417410952
"African Region",2007,0.04,22.33,0.68,10.11,"People using safely managed drinking water services (% of population)",18.907792812381
"African Region",2007,0.04,22.33,0.68,10.11,"People using safely managed sanitation services (% of population)",17.86386950564
"African Region",2007,0.04,22.33,0.68,10.11,"People with basic handwashing facilities including soap and water (% of population)",11.985576744
"African Region",2007,0.04,22.33,0.68,10.11,"Population density (people per sq. km of land area)",90.1138437871522
"African Region",2007,0.04,22.33,0.68,10.11,"Population, total",17312076.212766
"African Region",2007,0.04,22.33,0.68,10.11,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",40.7310196333256
"African Region",2008,0.03,22.37,0.68,9.95,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",11.3250599919767
"African Region",2008,0.03,22.37,0.68,9.95,"People practicing open defecation (% of population)",26.6704136415476
"African Region",2008,0.03,22.37,0.68,9.95,"People using at least basic drinking water services (% of population)",61.6562976437209
"African Region",2008,0.03,22.37,0.68,9.95,"People using at least basic sanitation services (% of population)",31.1053132080714
"African Region",2008,0.03,22.37,0.68,9.95,"People using safely managed drinking water services (% of population)",19.4762590477619
"African Region",2008,0.03,22.37,0.68,9.95,"People using safely managed sanitation services (% of population)",18.28787979964
"African Region",2008,0.03,22.37,0.68,9.95,"People with basic handwashing facilities including soap and water (% of population)",12.4852991433333
"African Region",2008,0.03,22.37,0.68,9.95,"Population density (people per sq. km of land area)",92.2137151021522
"African Region",2008,0.03,22.37,0.68,9.95,"Population, total",17791207.8510638
"African Region",2008,0.03,22.37,0.68,9.95,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",44.1558561763488
"African Region",2009,0.03,22.38,0.68,9.81,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",11.337547330814
"African Region",2009,0.03,22.38,0.68,9.81,"People practicing open defecation (% of population)",25.902526127
"African Region",2009,0.03,22.38,0.68,9.81,"People using at least basic drinking water services (% of population)",62.3533086593023
"African Region",2009,0.03,22.38,0.68,9.81,"People using at least basic sanitation services (% of population)",31.8760928341905
"African Region",2009,0.03,22.38,0.68,9.81,"People using safely managed drinking water services (% of population)",20.0024960611429
"African Region",2009,0.03,22.38,0.68,9.81,"People using safely managed sanitation services (% of population)",18.70352286532
"African Region",2009,0.03,22.38,0.68,9.81,"People with basic handwashing facilities including soap and water (% of population)",12.9858555808333
"African Region",2009,0.03,22.38,0.68,9.81,"Population density (people per sq. km of land area)",94.3375067863913
"African Region",2009,0.03,22.38,0.68,9.81,"Population, total",18283136.6595745
"African Region",2009,0.03,22.38,0.68,9.81,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",45.1447571125581
"African Region",2010,0.03,22.32,0.67,9.65,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",11.4675968210465
"African Region",2010,0.03,22.32,0.67,9.65,"People practicing open defecation (% of population)",25.1397557641429
"African Region",2010,0.03,22.32,0.67,9.65,"People using at least basic drinking water services (% of population)",63.0475610439535
"African Region",2010,0.03,22.32,0.67,9.65,"People using at least basic sanitation services (% of population)",32.6515895864048
"African Region",2010,0.03,22.32,0.67,9.65,"People using safely managed drinking water services (% of population)",20.5282612111429
"African Region",2010,0.03,22.32,0.67,9.65,"People using safely managed sanitation services (% of population)",19.08657079956
"African Region",2010,0.03,22.32,0.67,9.65,"People with basic handwashing facilities including soap and water (% of population)",13.4874030301667
"African Region",2010,0.03,22.32,0.67,9.65,"Population density (people per sq. km of land area)",96.5575337470652
"African Region",2010,0.03,22.32,0.67,9.65,"Population, total",18791036.9787234
"African Region",2010,0.03,22.32,0.67,9.65,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",45.3410594277209
"African Region",2011,0.03,22.09,0.68,9.38,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",11.5101247349302
"African Region",2011,0.03,22.09,0.68,9.38,"People practicing open defecation (% of population)",24.3838943111429
"African Region",2011,0.03,22.09,0.68,9.38,"People using at least basic drinking water services (% of population)",63.7478397413953
"African Region",2011,0.03,22.09,0.68,9.38,"People using at least basic sanitation services (% of population)",33.4300177846667
"African Region",2011,0.03,22.09,0.68,9.38,"People using safely managed drinking water services (% of population)",21.2666223989524
"African Region",2011,0.03,22.09,0.68,9.38,"People using safely managed sanitation services (% of population)",19.5269206508
"African Region",2011,0.03,22.09,0.68,9.38,"People with basic handwashing facilities including soap and water (% of population)",13.9898666351667
"African Region",2011,0.03,22.09,0.68,9.38,"Population density (people per sq. km of land area)",98.7348809083913
"African Region",2011,0.03,22.09,0.68,9.38,"Population, total",19317912.0425532
"African Region",2011,0.03,22.09,0.68,9.38,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",47.7512469929302
"African Region",2012,0.03,21.69,0.68,9.13,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",11.6138817665814
"African Region",2012,0.03,21.69,0.68,9.13,"People practicing open defecation (% of population)",23.6371232908571
"African Region",2012,0.03,21.69,0.68,9.13,"People using at least basic drinking water services (% of population)",64.4409423902326
"African Region",2012,0.03,21.69,0.68,9.13,"People using at least basic sanitation services (% of population)",34.2023708390238
"African Region",2012,0.03,21.69,0.68,9.13,"People using safely managed drinking water services (% of population)",22.0454413874762
"African Region",2012,0.03,21.69,0.68,9.13,"People using safely managed sanitation services (% of population)",19.95127966536
"African Region",2012,0.03,21.69,0.68,9.13,"People with basic handwashing facilities including soap and water (% of population)",14.4932857555
"African Region",2012,0.03,21.69,0.68,9.13,"Population density (people per sq. km of land area)",100.885353848761
"African Region",2012,0.03,21.69,0.68,9.13,"Population, total",19856002.9361702
"African Region",2012,0.03,21.69,0.68,9.13,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",50.9712281274651
"African Region",2013,0.03,21.2,0.68,8.87,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",11.7101343537674
"African Region",2013,0.03,21.2,0.68,8.87,"People practicing open defecation (% of population)",22.8960784265952
"African Region",2013,0.03,21.2,0.68,8.87,"People using at least basic drinking water services (% of population)",65.1303720727907
"African Region",2013,0.03,21.2,0.68,8.87,"People using at least basic sanitation services (% of population)",34.9783206381191
"African Region",2013,0.03,21.2,0.68,8.87,"People using safely managed drinking water services (% of population)",22.6464780514762
"African Region",2013,0.03,21.2,0.68,8.87,"People using safely managed sanitation services (% of population)",20.36902881516
"African Region",2013,0.03,21.2,0.68,8.87,"People with basic handwashing facilities including soap and water (% of population)",14.9975386046667
"African Region",2013,0.03,21.2,0.68,8.87,"Population density (people per sq. km of land area)",103.108152227826
"African Region",2013,0.03,21.2,0.68,8.87,"Population, total",20404077.3191489
"African Region",2013,0.03,21.2,0.68,8.87,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",51.3881867410465
"African Region",2014,0.03,20.72,0.68,8.54,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",12.0320834771628
"African Region",2014,0.03,20.72,0.68,8.54,"People practicing open defecation (% of population)",22.1595488814524
"African Region",2014,0.03,20.72,0.68,8.54,"People using at least basic drinking water services (% of population)",65.8173913237209
"African Region",2014,0.03,20.72,0.68,8.54,"People using at least basic sanitation services (% of population)",35.7588453537619
"African Region",2014,0.03,20.72,0.68,8.54,"People using safely managed drinking water services (% of population)",23.1933965182857
"African Region",2014,0.03,20.72,0.68,8.54,"People using safely managed sanitation services (% of population)",20.78033415284
"African Region",2014,0.03,20.72,0.68,8.54,"People with basic handwashing facilities including soap and water (% of population)",15.5033506265
"African Region",2014,0.03,20.72,0.68,8.54,"Population density (people per sq. km of land area)",105.3483599455
"African Region",2014,0.03,20.72,0.68,8.54,"Population, total",20957516.1489362
"African Region",2014,0.03,20.72,0.68,8.54,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",53.0550447091395
"African Region",2015,0.03,20.33,0.68,8.26,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",12.3628064656512
"African Region",2015,0.03,20.33,0.68,8.26,"People practicing open defecation (% of population)",21.427581537381
"African Region",2015,0.03,20.33,0.68,8.26,"People using at least basic drinking water services (% of population)",66.5147792795349
"African Region",2015,0.03,20.33,0.68,8.26,"People using at least basic sanitation services (% of population)",36.5245989650714
"African Region",2015,0.03,20.33,0.68,8.26,"People using safely managed drinking water services (% of population)",23.7465036095238
"African Region",2015,0.03,20.33,0.68,8.26,"People using safely managed sanitation services (% of population)",21.18532931864
"African Region",2015,0.03,20.33,0.68,8.26,"People with basic handwashing facilities including soap and water (% of population)",16.0106584781667
"African Region",2015,0.03,20.33,0.68,8.26,"Population density (people per sq. km of land area)",107.548777860891
"African Region",2015,0.03,20.33,0.68,8.26,"Population, total",21519984.0212766
"African Region",2015,0.03,20.33,0.68,8.26,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",52.1210307978372
"African Region",2016,0.03,19.98,0.68,8.06,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",12.676668333093
"African Region",2016,0.03,19.98,0.68,8.06,"People practicing open defecation (% of population)",20.7004482792857
"African Region",2016,0.03,19.98,0.68,8.06,"People using at least basic drinking water services (% of population)",67.2140870934884
"African Region",2016,0.03,19.98,0.68,8.06,"People using at least basic sanitation services (% of population)",37.2836357135238
"African Region",2016,0.03,19.98,0.68,8.06,"People using safely managed drinking water services (% of population)",24.2626394455238
"African Region",2016,0.03,19.98,0.68,8.06,"People using safely managed sanitation services (% of population)",21.587972006
"African Region",2016,0.03,19.98,0.68,8.06,"People with basic handwashing facilities including soap and water (% of population)",16.5192402675
"African Region",2016,0.03,19.98,0.68,8.06,"Population density (people per sq. km of land area)",109.68556322037
"African Region",2016,0.03,19.98,0.68,8.06,"Population, total",22086515.5957447
"African Region",2016,0.03,19.98,0.68,8.06,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",51.0407630431395
"African Region",2017,0.02,19.58,0.68,7.81,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",12.8696058509535
"African Region",2017,0.02,19.58,0.68,7.81,"People practicing open defecation (% of population)",19.9782844140238
"African Region",2017,0.02,19.58,0.68,7.81,"People using at least basic drinking water services (% of population)",67.9140206890698
"African Region",2017,0.02,19.58,0.68,7.81,"People using at least basic sanitation services (% of population)",38.0442567618333
"African Region",2017,0.02,19.58,0.68,7.81,"People using safely managed drinking water services (% of population)",24.7477718010952
"African Region",2017,0.02,19.58,0.68,7.81,"People using safely managed sanitation services (% of population)",21.98395681596
"African Region",2017,0.02,19.58,0.68,7.81,"People with basic handwashing facilities including soap and water (% of population)",17.0290929596667
"African Region",2017,0.02,19.58,0.68,7.81,"Population density (people per sq. km of land area)",111.91140609587
"African Region",2017,0.02,19.58,0.68,7.81,"Population, total",22659574.7021277
"African Region",2017,0.02,19.58,0.68,7.81,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",50.9861366856047
"African Region",2018,0.02,19.27,0.67,7.53,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",13.1425029552093
"African Region",2018,0.02,19.27,0.67,7.53,"People practicing open defecation (% of population)",19.2604092995
"African Region",2018,0.02,19.27,0.67,7.53,"People using at least basic drinking water services (% of population)",68.5916416469767
"African Region",2018,0.02,19.27,0.67,7.53,"People using at least basic sanitation services (% of population)",38.7952158997143
"African Region",2018,0.02,19.27,0.67,7.53,"People using safely managed drinking water services (% of population)",25.2103468597619
"African Region",2018,0.02,19.27,0.67,7.53,"People using safely managed sanitation services (% of population)",22.34567973972
"African Region",2018,0.02,19.27,0.67,7.53,"People with basic handwashing facilities including soap and water (% of population)",17.5400610673333
"African Region",2018,0.02,19.27,0.67,7.53,"Population density (people per sq. km of land area)",114.206748806891
"African Region",2018,0.02,19.27,0.67,7.53,"Population, total",23251467.0638298
"African Region",2018,0.02,19.27,0.67,7.53,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",50.928150293
"African Region",2019,0.02,19.13,0.67,7.25,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",13.3200406056977
"African Region",2019,0.02,19.13,0.67,7.25,"People practicing open defecation (% of population)",18.5494658906429
"African Region",2019,0.02,19.13,0.67,7.25,"People using at least basic drinking water services (% of population)",69.2468351451163
"African Region",2019,0.02,19.13,0.67,7.25,"People using at least basic sanitation services (% of population)",39.5465876040714
"African Region",2019,0.02,19.13,0.67,7.25,"People using safely managed drinking water services (% of population)",25.6525664560476
"African Region",2019,0.02,19.13,0.67,7.25,"People using safely managed sanitation services (% of population)",22.68340939016
"African Region",2019,0.02,19.13,0.67,7.25,"People with basic handwashing facilities including soap and water (% of population)",18.0521767915
"African Region",2019,0.02,19.13,0.67,7.25,"Population density (people per sq. km of land area)",116.54304196113
"African Region",2019,0.02,19.13,0.67,7.25,"Population, total",23851723.787234
"African Region",2019,0.02,19.13,0.67,7.25,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",51.4266362735814
"African Region",2020,0.02,18.24,0.62,6.07,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",13.5047730634419
"African Region",2020,0.02,18.24,0.62,6.07,"People practicing open defecation (% of population)",17.8676387204762
"African Region",2020,0.02,18.24,0.62,6.07,"People using at least basic drinking water services (% of population)",69.8655587102326
"African Region",2020,0.02,18.24,0.62,6.07,"People using at least basic sanitation services (% of population)",40.2314262376905
"African Region",2020,0.02,18.24,0.62,6.07,"People using safely managed drinking water services (% of population)",26.0538854615238
"African Region",2020,0.02,18.24,0.62,6.07,"People using safely managed sanitation services (% of population)",23.0286829458
"African Region",2020,0.02,18.24,0.62,6.07,"People with basic handwashing facilities including soap and water (% of population)",18.5653752473333
"African Region",2020,0.02,18.24,0.62,6.07,"Population density (people per sq. km of land area)",118.89039514437
"African Region",2020,0.02,18.24,0.62,6.07,"Population, total",24459938.7234043
"African Region",2020,0.02,18.24,0.62,6.07,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",49.3722290403953
"African Region",2021,0.02,18.14,0.61,5.36,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",13.5486359834419
"African Region",2021,0.02,18.14,0.61,5.36,"People practicing open defecation (% of population)",17.236480327381
"African Region",2021,0.02,18.14,0.61,5.36,"People using at least basic drinking water services (% of population)",70.4718865032558
"African Region",2021,0.02,18.14,0.61,5.36,"People using at least basic sanitation services (% of population)",40.8198980865714
"African Region",2021,0.02,18.14,0.61,5.36,"People using safely managed drinking water services (% of population)",26.341901802
"African Region",2021,0.02,18.14,0.61,5.36,"People using safely managed sanitation services (% of population)",23.31135824836
"African Region",2021,0.02,18.14,0.61,5.36,"People with basic handwashing facilities including soap and water (% of population)",19.0012371445
"African Region",2021,0.02,18.14,0.61,5.36,"Population density (people per sq. km of land area)",121.262494433696
"African Region",2021,0.02,18.14,0.61,5.36,"Population, total",25073078.0638298
"African Region",2021,0.02,18.14,0.61,5.36,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",50.7516621028837
"Eastern Mediterranean Region",2000,0.06,15.2,0.83,5.57,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",313.248728130143
"Eastern Mediterranean Region",2000,0.06,15.2,0.83,5.57,"People practicing open defecation (% of population)",12.5307511854118
"Eastern Mediterranean Region",2000,0.06,15.2,0.83,5.57,"People using at least basic drinking water services (% of population)",79.0998408495238
"Eastern Mediterranean Region",2000,0.06,15.2,0.83,5.57,"People using at least basic sanitation services (% of population)",75.0750310328571
"Eastern Mediterranean Region",2000,0.06,15.2,0.83,5.57,"People using safely managed drinking water services (% of population)",65.3125393353846
"Eastern Mediterranean Region",2000,0.06,15.2,0.83,5.57,"People using safely managed sanitation services (% of population)",54.076059011875
"Eastern Mediterranean Region",2000,0.06,15.2,0.83,5.57,"Population density (people per sq. km of land area)",133.44745432019
"Eastern Mediterranean Region",2000,0.06,15.2,0.83,5.57,"Population, total",22451036.1363636
"Eastern Mediterranean Region",2000,0.06,15.2,0.83,5.57,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",34.13558968355
"Eastern Mediterranean Region",2001,0.06,15.06,0.82,5.31,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",317.843334160143
"Eastern Mediterranean Region",2001,0.06,15.06,0.82,5.31,"People practicing open defecation (% of population)",12.2096439493529
"Eastern Mediterranean Region",2001,0.06,15.06,0.82,5.31,"People using at least basic drinking water services (% of population)",79.397890907619
"Eastern Mediterranean Region",2001,0.06,15.06,0.82,5.31,"People using at least basic sanitation services (% of population)",75.3777135952381
"Eastern Mediterranean Region",2001,0.06,15.06,0.82,5.31,"People using safely managed drinking water services (% of population)",65.4762287592308
"Eastern Mediterranean Region",2001,0.06,15.06,0.82,5.31,"People using safely managed sanitation services (% of population)",54.277452708125
"Eastern Mediterranean Region",2001,0.06,15.06,0.82,5.31,"Population density (people per sq. km of land area)",137.277848742095
"Eastern Mediterranean Region",2001,0.06,15.06,0.82,5.31,"Population, total",23001375.9090909
"Eastern Mediterranean Region",2001,0.06,15.06,0.82,5.31,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",34.1800789566
"Eastern Mediterranean Region",2002,0.05,14.93,0.81,5.07,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",323.524318301095
"Eastern Mediterranean Region",2002,0.05,14.93,0.81,5.07,"People practicing open defecation (% of population)",11.8425359566471
"Eastern Mediterranean Region",2002,0.05,14.93,0.81,5.07,"People using at least basic drinking water services (% of population)",79.8046724247619
"Eastern Mediterranean Region",2002,0.05,14.93,0.81,5.07,"People using at least basic sanitation services (% of population)",75.8251792247619
"Eastern Mediterranean Region",2002,0.05,14.93,0.81,5.07,"People using safely managed drinking water services (% of population)",65.7075710053846
"Eastern Mediterranean Region",2002,0.05,14.93,0.81,5.07,"People using safely managed sanitation services (% of population)",54.51462125625
"Eastern Mediterranean Region",2002,0.05,14.93,0.81,5.07,"Population density (people per sq. km of land area)",142.81737351981
"Eastern Mediterranean Region",2002,0.05,14.93,0.81,5.07,"Population, total",23557049.0454545
"Eastern Mediterranean Region",2002,0.05,14.93,0.81,5.07,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",34.33949004675
"Eastern Mediterranean Region",2003,0.05,14.81,0.81,4.84,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",327.694835843476
"Eastern Mediterranean Region",2003,0.05,14.81,0.81,4.84,"People practicing open defecation (% of population)",11.3936536292941
"Eastern Mediterranean Region",2003,0.05,14.81,0.81,4.84,"People using at least basic drinking water services (% of population)",80.2688928366667
"Eastern Mediterranean Region",2003,0.05,14.81,0.81,4.84,"People using at least basic sanitation services (% of population)",76.3573636504762
"Eastern Mediterranean Region",2003,0.05,14.81,0.81,4.84,"People using safely managed drinking water services (% of population)",65.9379402730769
"Eastern Mediterranean Region",2003,0.05,14.81,0.81,4.84,"People using safely managed sanitation services (% of population)",54.776987961875
"Eastern Mediterranean Region",2003,0.05,14.81,0.81,4.84,"Population density (people per sq. km of land area)",147.995487005333
"Eastern Mediterranean Region",2003,0.05,14.81,0.81,4.84,"Population, total",24130912.7272727
"Eastern Mediterranean Region",2003,0.05,14.81,0.81,4.84,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",36.42913441125
"Eastern Mediterranean Region",2004,0.05,14.73,0.8,4.7,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",344.64885773919
"Eastern Mediterranean Region",2004,0.05,14.73,0.8,4.7,"People practicing open defecation (% of population)",10.9411838227647
"Eastern Mediterranean Region",2004,0.05,14.73,0.8,4.7,"People using at least basic drinking water services (% of population)",80.7326084942857
"Eastern Mediterranean Region",2004,0.05,14.73,0.8,4.7,"People using at least basic sanitation services (% of population)",76.9064913080952
"Eastern Mediterranean Region",2004,0.05,14.73,0.8,4.7,"People using safely managed drinking water services (% of population)",66.1734929446154
"Eastern Mediterranean Region",2004,0.05,14.73,0.8,4.7,"People using safely managed sanitation services (% of population)",55.086055134375
"Eastern Mediterranean Region",2004,0.05,14.73,0.8,4.7,"Population density (people per sq. km of land area)",153.48496085419
"Eastern Mediterranean Region",2004,0.05,14.73,0.8,4.7,"Population, total",24731163.3181818
"Eastern Mediterranean Region",2004,0.05,14.73,0.8,4.7,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",38.6874363449
"Eastern Mediterranean Region",2005,0.05,14.66,0.78,4.44,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",361.856824913476
"Eastern Mediterranean Region",2005,0.05,14.66,0.78,4.44,"People practicing open defecation (% of population)",10.4649216388235
"Eastern Mediterranean Region",2005,0.05,14.66,0.78,4.44,"People using at least basic drinking water services (% of population)",81.241702752381
"Eastern Mediterranean Region",2005,0.05,14.66,0.78,4.44,"People using at least basic sanitation services (% of population)",77.5667710633333
"Eastern Mediterranean Region",2005,0.05,14.66,0.78,4.44,"People using safely managed drinking water services (% of population)",66.4488490923077
"Eastern Mediterranean Region",2005,0.05,14.66,0.78,4.44,"People using safely managed sanitation services (% of population)",55.450427325
"Eastern Mediterranean Region",2005,0.05,14.66,0.78,4.44,"Population density (people per sq. km of land area)",159.483336487238
"Eastern Mediterranean Region",2005,0.05,14.66,0.78,4.44,"Population, total",25348804.5454545
"Eastern Mediterranean Region",2005,0.05,14.66,0.78,4.44,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",40.05499801205
"Eastern Mediterranean Region",2006,0.05,14.67,0.77,4.3,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",369.535424714429
"Eastern Mediterranean Region",2006,0.05,14.67,0.77,4.3,"People practicing open defecation (% of population)",9.99192684988235
"Eastern Mediterranean Region",2006,0.05,14.67,0.77,4.3,"People using at least basic drinking water services (% of population)",81.7727275266667
"Eastern Mediterranean Region",2006,0.05,14.67,0.77,4.3,"People using at least basic sanitation services (% of population)",78.2258987452381
"Eastern Mediterranean Region",2006,0.05,14.67,0.77,4.3,"People using safely managed drinking water services (% of population)",66.8902566392308
"Eastern Mediterranean Region",2006,0.05,14.67,0.77,4.3,"People using safely managed sanitation services (% of population)",55.859069815
"Eastern Mediterranean Region",2006,0.05,14.67,0.77,4.3,"Population density (people per sq. km of land area)",167.458625355048
"Eastern Mediterranean Region",2006,0.05,14.67,0.77,4.3,"Population, total",25990178.2727273
"Eastern Mediterranean Region",2006,0.05,14.67,0.77,4.3,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",44.1421486134
"Eastern Mediterranean Region",2007,0.04,14.75,0.76,4.17,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",374.349002729667
"Eastern Mediterranean Region",2007,0.04,14.75,0.76,4.17,"People practicing open defecation (% of population)",9.64684101382353
"Eastern Mediterranean Region",2007,0.04,14.75,0.76,4.17,"People using at least basic drinking water services (% of population)",82.2325674909524
"Eastern Mediterranean Region",2007,0.04,14.75,0.76,4.17,"People using at least basic sanitation services (% of population)",78.824666637619
"Eastern Mediterranean Region",2007,0.04,14.75,0.76,4.17,"People using safely managed drinking water services (% of population)",67.3307979138462
"Eastern Mediterranean Region",2007,0.04,14.75,0.76,4.17,"People using safely managed sanitation services (% of population)",56.248126288125
"Eastern Mediterranean Region",2007,0.04,14.75,0.76,4.17,"Population density (people per sq. km of land area)",175.732820250238
"Eastern Mediterranean Region",2007,0.04,14.75,0.76,4.17,"Population, total",26638832.0454545
"Eastern Mediterranean Region",2007,0.04,14.75,0.76,4.17,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",47.77748448165
"Eastern Mediterranean Region",2008,0.04,14.88,0.75,4.04,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",379.063835145857
"Eastern Mediterranean Region",2008,0.04,14.88,0.75,4.04,"People practicing open defecation (% of population)",9.15256089005882
"Eastern Mediterranean Region",2008,0.04,14.88,0.75,4.04,"People using at least basic drinking water services (% of population)",82.7943998190476
"Eastern Mediterranean Region",2008,0.04,14.88,0.75,4.04,"People using at least basic sanitation services (% of population)",79.50004115
"Eastern Mediterranean Region",2008,0.04,14.88,0.75,4.04,"People using safely managed drinking water services (% of population)",67.94349613
"Eastern Mediterranean Region",2008,0.04,14.88,0.75,4.04,"People using safely managed sanitation services (% of population)",56.71056947375
"Eastern Mediterranean Region",2008,0.04,14.88,0.75,4.04,"Population density (people per sq. km of land area)",182.813007334048
"Eastern Mediterranean Region",2008,0.04,14.88,0.75,4.04,"Population, total",27297773.6818182
"Eastern Mediterranean Region",2008,0.04,14.88,0.75,4.04,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",51.5053716379
"Eastern Mediterranean Region",2009,0.04,14.95,0.74,3.85,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",383.484488808238
"Eastern Mediterranean Region",2009,0.04,14.95,0.74,3.85,"People practicing open defecation (% of population)",8.66370663317647
"Eastern Mediterranean Region",2009,0.04,14.95,0.74,3.85,"People using at least basic drinking water services (% of population)",83.3560176133333
"Eastern Mediterranean Region",2009,0.04,14.95,0.74,3.85,"People using at least basic sanitation services (% of population)",80.1748645219048
"Eastern Mediterranean Region",2009,0.04,14.95,0.74,3.85,"People using safely managed drinking water services (% of population)",68.6391959946154
"Eastern Mediterranean Region",2009,0.04,14.95,0.74,3.85,"People using safely managed sanitation services (% of population)",57.233116998125
"Eastern Mediterranean Region",2009,0.04,14.95,0.74,3.85,"Population density (people per sq. km of land area)",191.002834208429
"Eastern Mediterranean Region",2009,0.04,14.95,0.74,3.85,"Population, total",27966831.5
"Eastern Mediterranean Region",2009,0.04,14.95,0.74,3.85,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",53.0088075635
"Eastern Mediterranean Region",2010,0.04,14.93,0.73,3.61,"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources",388.101091757762
"Eastern Mediterranean Region",2010,0.04,14.93,0.73,3.61,"People practicing open defecation (% of population)",8.17951774805882
"Eastern Mediterranean Region",2010,0.04,14.93,0.73,3.61,"People using at least basic drinking water services (% of population)",83.9181985904762
"Eastern Mediterranean Region",2010,0.04,14.93,0.73,3.61,"People using at least basic sanitation services (% of population)",80.8499168942857
