Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Curacao,CUW,98.6852087388099,98.7477120548644,98.8102153709188,98.8727186869733,98.9352220030277,98.9977253190822,99.0602286351366,99.1227319511911,99.1852352672455,99.2477385833,99.3102418993544,99.3727452154089,99.4352485314633,99.4977518475178,99.4977518475178,99.4977518475178,99.4977518475178,99.4977518475178,..,..,..,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Cyprus,CYP,99.8893890513179,99.8893195547174,99.8893600206594,99.8815427738961,99.87373901707,99.8659436901861,99.8581592027536,99.8503882351774,99.8426288416274,99.8348860329783,99.8271484477565,99.8194224153679,99.8117166379647,99.8039948994153,99.7962635128942,99.7885226504475,99.7807592223867,99.772986625002,99.7651834346312,99.7651923631792,99.7651721581168,99.7651324768156
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Czechia,CZE,99.8061242632048,99.8058281701324,99.8113947196304,99.8169768378774,99.8225809403984,99.8282004771013,99.8338407530519,99.8394987580009,99.8451804477981,99.8508809210618,99.8565979650639,99.8623365893999,99.8681822613728,99.8741097401901,99.8800124959238,99.8800959139295,99.8801723996148,99.8802604430032,99.8803584517819,99.8804688935076,99.8805882608907,99.8807192964404
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Denmark,DNK,99.9999994057231,99.9999997358549,100,99.9999973759776,99.9999988459236,99.9999975389743,100,100,100,99.9999960594349,99.9999977832783,99.9999998423774,99.9999953621224,99.9999969186137,99.9999981075887,100,99.9999966973667,99.9999999404253,100,100,99.9999967060358,99.9999998331871
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Djibouti,DJI,75.4481658444559,75.4630899656442,75.4784679935487,75.4942853592069,75.5105548429446,75.5269644878306,75.5441214032279,75.5617207584813,75.5797689458878,75.5979440556317,75.6198067136345,75.6454983860587,75.6748317959716,75.7082796157219,75.7452990400743,75.787045749845,75.8326297601131,75.8825219011635,75.9368501070513,75.9957463626693,76.0499221845238,76.1070470332222
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Dominica,DMA,93.8314189861825,93.9536679921043,94.0759169980261,94.1981660039479,94.3204150098697,94.4426640157915,94.5649130217133,94.6871620276351,94.8094110335569,94.9316600394787,95.0539090454005,95.1761580513223,95.2984070572441,95.4206560631659,95.4206560631659,95.4206560631659,95.4206560631659,95.4206560631659,..,..,..,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Dominican Republic,DOM,90.7924722514787,91.1178324253381,91.435646539085,91.8077852060939,92.1921556677702,92.560501429008,92.913697850273,93.2516903933828,93.5748270114348,93.8825382524856,94.1760683245957,94.4444256486131,94.6933128036424,94.9309985562416,95.1580058945339,95.3747469801697,95.5814520794296,95.778187449797,95.9642010802929,96.1401141515674,96.3065793359028,96.7046144512381
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Ecuador,ECU,82.307372343955,83.0397753678423,83.7853304814912,84.5049724237034,85.2242831812291,85.9430527454143,86.661280805982,87.3793619728247,88.0969010489875,88.8138907242714,89.5305233009271,90.2407039603204,90.9465125066669,91.6523257841324,92.3579685609702,93.0637815799392,93.7694147343323,94.3131376557692,94.6622656055683,95.0112246263964,95.3597647097715,95.6779995112767
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,"Egypt, Arab Rep.",EGY,98.2428696788173,98.2736396834303,98.3043525753378,98.335021524034,98.365643197958,98.3962203294697,98.426743408475,98.4565570321653,98.4859930462561,98.5154718531203,98.5449648922307,98.574504181642,98.6036168042443,98.6328142113716,98.6620775238515,98.6914116257754,98.7208232501016,98.7505737560033,98.7558675337883,98.7614152226307,98.7671898041778,98.7679087029408
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,El Salvador,SLV,78.6360268784025,78.8357152170907,80.0285290995464,81.2157868750133,82.3977563954932,83.5728135392811,84.74156283604,85.9168220429352,87.1619584784562,88.3843344376465,89.5841918914407,90.7614868095957,91.9155629608669,93.0459632736078,94.1529283986877,95.236218443692,96.2074761001858,96.8050128885534,97.3822109325189,97.8203480942147,98.0305089627303,98.1944683010115
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Equatorial Guinea,GNQ,51.0981422023709,51.7904428199064,52.5419955641362,53.3504179262998,54.2150291513885,55.1317211538696,56.1005772869023,57.1185695757547,58.183796416463,59.291794552573,60.4413645239922,61.6296107592161,62.8538882126968,63.6715134756131,63.9264743902707,64.178599499821,64.4255194323934,64.6658188081877,..,..,..,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Eritrea,ERI,46.8142131635351,47.1204254367107,47.440924376313,47.7752200043611,48.1234179210885,48.4844084006916,48.8594940550192,49.24695322535,49.6487021973559,49.810322427133,49.9773803285471,50.1505279457527,50.3291729374741,50.7051291303828,51.0835649326091,51.4650911306671,51.84971602427,..,..,..,..,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Estonia,EST,97.3621551958531,97.523173119615,97.6852897163375,97.8484501498915,98.0127184478021,98.1780911832145,98.344536613704,98.5120963651077,98.6807683659568,98.8505580234212,99.0214415324715,99.1934474893278,99.3681632506101,99.5437917222656,99.7181271894266,99.8911870771644,99.915239179191,99.9391483256029,99.9631593750796,99.9872873090016,99.9999977228497,99.9999991547783
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Eswatini,SWZ,53.4105715325038,54.2574981440142,55.0998409942203,55.9375462219659,56.7697315469993,57.5976119971747,58.4203102022392,59.2567740613856,60.2061843024601,61.1476109828719,62.0811041747319,63.0070945325043,63.8977283648777,64.7811557082718,65.6570323901846,66.5257676585086,67.3899527040365,68.4020075228117,69.4145908926813,70.4275345963468,71.4406737893323,72.4538444889094
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Ethiopia,ETH,18.6823027003951,20.2320410406542,21.77133078604,23.2981637789492,24.8131815247792,26.3163660068506,27.8082946441902,29.2977073978485,30.8752129693809,32.4383798883198,33.98875142441,35.5250490303748,37.0481962437743,38.548228349882,40.034664721558,41.506855299013,42.9651586197148,44.4084974167704,45.8381608718736,47.2539785569372,48.6553476821695,50.0425628235297
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Faroe Islands,FRO,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Fiji,FJI,94.817182547085,94.844077072259,94.8709690390527,94.8927016974863,94.914794848648,94.9370420416946,94.9596473119568,94.9825509051552,95.0125414917812,95.04453638774,95.0769806101148,95.1097371692021,95.1429467538414,95.1763202593056,95.2100702737926,95.2442022172526,95.2786366784068,95.3133036409466,95.348273323691,95.3833140482255,95.418355401602,95.453461944814
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Finland,FIN,100,100,100,100,100,100,100,100,99.9999983918014,100,99.9999976511244,99.9999991572243,100,100,100,100,99.9999965612864,100,99.9999977602025,100,100,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,France,FRA,99.999998548443,100,99.9999969340962,99.9999995291174,100,100,100,100,100,100,99.9999974852696,99.9999993279599,99.9999984764295,100,99.9999972602157,100,99.9999974727228,100,99.9999994044406,100,99.9999980735321,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,French Polynesia,PYF,99.9998431747407,99.9998842480229,99.9999253213051,99.9999663945873,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Gabon,GAB,80.4033637747278,80.810459213385,81.193484410726,81.5526951602341,81.8888053847298,82.2020562871411,82.4941038355644,82.7651412894162,83.0167243819715,83.2481423052609,83.4613514987606,83.6564952078029,83.8350006525696,83.9961533518138,84.1376398407192,84.538735535926,84.9227957610398,85.2911645338971,85.6447401427211,85.9840211658641,86.3106054147686,86.6249293561994
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,"Gambia, The",GMB,72.1075908501495,72.7780951889904,73.4462244651666,74.1049967166856,74.7354569707352,75.3638472217929,75.9901487166188,76.6143432809498,77.2365923531236,77.8561721373253,78.4736042784807,79.0885274433353,79.701282058038,80.3110194685297,80.9175927499699,81.5208646385111,82.120548806327,82.7168510831421,83.3096612794683,83.8990207770481,84.4849824727792,85.0674415666693
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Georgia,GEO,94.5605847174906,94.6659474636269,94.7965436624631,94.9560758035593,95.1140775809711,95.2705537144306,95.4255949594501,95.5791917774348,95.7312694490029,95.5965406981454,95.1672307839579,94.7418201145619,94.3204470689314,93.9029623149496,93.4896105267785,93.4832426680943,93.7227221316814,93.9612889319988,94.1991085950245,94.4360269319349,94.672099902079,94.8252160695635
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Germany,DEU,100,100,99.9999985035625,100,99.9999986156687,100,100,100,99.99999811463,100,99.9999998078699,99.999998714282,99.9999993293627,99.999998584425,100,99.9999983056289,100,99.999998846436,100,99.9999995489977,100,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Ghana,GHA,65.2185051906446,66.077473278295,67.1320851143851,68.1879036642875,69.2452756848698,70.3033002782999,71.3628223620326,72.4236848411952,73.4859835460909,74.549083165466,75.6140589422072,76.6802747180995,77.7475923856427,78.8156065108159,79.8844304386383,80.9541538675411,82.0248834358595,83.0964661202862,84.1689996175499,85.2423371017475,86.3168084779609,87.3922710396825
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Gibraltar,GIB,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Greece,GRC,99.6861596905295,99.7101432587558,99.7354150952436,99.7601415270882,99.7843401756136,99.8079995319955,99.8311253123155,99.8537526174417,99.8758574689139,99.8974649560399,99.9185714433922,99.9392043352044,99.9593510144483,99.9790200917084,99.9982288014899,100,100,99.9999979723882,99.9999999632639,99.9999992981031,100,99.9999952318863
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Greenland,GRL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Grenada,GRD,93.3076378093218,93.5399527788903,93.7722677484587,94.0045827180272,94.2368976875956,94.4692126571641,94.7015276267326,94.9338425963011,95.1661575658695,95.398472535438,95.6307875050065,95.8631024745749,95.9713888869245,95.6286504435547,95.6286504435547,95.6286504435547,95.6286504435547,95.6286504435547,..,..,..,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Guam,GUM,99.4,99.4246,99.4492,99.4738,99.4984,99.523,99.5476,99.5722,99.5968,99.6214,99.646,99.6706,99.6952,99.6952,99.6952,99.6952,99.6952,99.6952,99.6952,99.6952,99.6952,99.6952
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Guatemala,GTM,86.5006228387363,86.8961188585213,87.2885097183164,87.6741113379212,88.0545163490873,88.4318670319565,88.8063187940228,89.1780157814673,89.5469500271936,89.9127474635353,90.2759187313067,90.6361024938239,90.9935414116309,91.3494094544696,91.7035730175933,92.0560918129617,92.4065264510318,92.7549384544574,93.1326357164894,93.5077090807793,93.880093537322,94.2496190017948
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Guinea,GIN,50.020186832808,50.7276864760054,51.4339895582937,52.1394322323383,52.8436497237526,53.5466363484531,54.2487288694591,54.949564360494,55.649134013916,56.3474311162569,57.044784449947,58.1818372265033,59.3282131204165,60.4838781029167,61.6487943410555,62.8272632655667,64.0192375398868,65.2246521781626,66.4434556659708,67.6752472334276,68.9206309644388,70.179197632542
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Guinea-Bissau,GNB,55.2996278316054,55.7564928906696,56.1987271244441,56.6256018688684,57.0374152862445,57.4334953214658,57.8147597912603,58.1805414529441,58.5311084260917,58.8658390354651,59.1858600366544,59.490527194592,59.7800704192315,60.0541625940776,60.3130027729524,60.5565366633757,60.7844520965081,60.9967008736781,61.1934743074354,61.374471808356,61.5396569932828,61.6889834490303
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Guyana,GUY,88.5382896920679,88.8709622051583,89.2041862861119,89.5290208786417,89.8530307363623,90.1787161377096,90.5061314085982,90.8352089032886,91.1659359143918,91.4983614430953,91.8324234736991,92.1681157697233,92.5151477689615,92.8621482567967,93.2095909532921,93.5573128816329,93.9051955440263,94.2531267201858,94.6008717250228,94.9483638235288,95.2768850219634,95.5688661334444
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Haiti,HTI,56.23929167461,57.0607657143446,57.890307587373,58.7247918623983,59.2574851456357,59.7530302249497,60.2473792119938,60.7392582689179,61.229985292414,61.7165764517531,62.2007893646649,62.6818037025713,63.1596589540934,63.6326909989076,64.1022382287667,64.5674854749725,65.0230168507914,65.466827113029,65.8994451769274,66.3209862141568,66.6953102748929,67.0612754217819
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Honduras,HND,85.351031542682,85.914407490473,86.4980291927431,87.0305580616295,87.5566044676304,88.075311809876,88.587372078387,89.0924617373964,89.5907538982251,90.0818000636686,90.5660867175185,91.0431976327749,91.5135812982773,91.9767246735058,92.4330552871736,92.8820078727696,93.3238929673688,93.7586658276332,94.1862868555701,94.6068475212683,95.0204478168117,95.427066798294
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,"Hong Kong SAR, China",HKG,98.744257245942,98.8280256816769,98.9117941174118,98.9955625531466,99.0793309888815,99.1630994246164,99.2468678603512,99.3306362960861,99.414404731821,99.4981731675558,99.5819416032907,99.6657100390256,99.7494784747605,99.8332469104953,99.9170153462302,100,100,100,100,100,100,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Hungary,HUN,99.9645781932888,99.9646746356458,99.9650832845069,99.9654969693195,99.9659049818677,99.9663732360176,99.9669034443637,99.9674348898972,99.9679574559251,99.9684745322134,99.968930486175,99.9693782330361,99.9697006074986,99.9699743237225,99.9702519413688,99.9705261412823,99.9708056888519,99.9710917206745,99.99999908101,100,99.9999999799691,99.9999988534441
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Iceland,ISL,100,99.9999989675477,99.9999994539033,99.999996914555,99.9999987160866,99.9999997739659,100,100,99.9999976466939,100,100,100,100,100,100,100,100,99.9999999911191,100,99.9999984604769,100,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,India,IND,79.879271219411,80.4891122986238,81.1305571787929,81.768990903233,82.4045080736675,83.0367817028024,83.6659240960625,84.2920134047185,84.9149974493222,85.5345912190397,86.1508722744759,86.7639052913499,87.3745079483664,87.9823668573986,88.5873718355345,89.1893092956283,89.7879609406816,90.3831835768211,90.9746755845385,91.5622211412629,92.1456047702605,92.7246538783578
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Indonesia,IDN,75.2848191583704,76.2593157969917,77.2244511616934,78.1799292696413,79.1261137314695,80.0618734021774,80.9767562559622,81.881582956157,82.7767301263991,83.6614405618851,84.5326117527197,85.3771275634308,86.2129184659501,87.039688549159,87.8579420521054,88.6672494941837,89.4676670658379,90.2587210817382,91.0407971895122,91.8137421547406,92.5873956949722,93.3517658193308
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,"Iran, Islamic Rep.",IRN,94.1533951020254,94.3645968752872,94.570944021266,94.7724833829077,94.9691830158905,95.161000634786,95.3480173466701,95.526094603038,95.6978473811595,95.8655062345209,96.029218401844,96.1889602256828,96.3439209254777,96.4945387226755,96.6416290821324,96.7851065376392,96.9250833561248,97.0615135884244,97.1943397209407,97.3236128720162,97.4494755938991,97.5719240190726
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Iraq,IRQ,80.8465216782676,81.7364115745549,82.6260377265775,83.5153980247358,84.4044874507213,85.2932859844944,86.1815088804464,87.0697457667656,87.9576713274841,88.845049727632,89.7476799907742,90.6562195534614,91.5604121156102,92.4602837326776,93.3560196634455,94.2475945354167,95.1361735911499,96.0213094530103,96.9024005972863,97.7787852249274,98.3599065549598,98.3711543673953
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Ireland,IRL,97.2116915316311,97.1473421011609,97.0826265179365,97.0174141052608,96.9518100323956,96.8858357694902,96.8195960916376,96.7535060932846,96.6871439295448,96.6205071988004,96.5536018695621,96.4864232493498,96.4189638953027,96.351241208789,96.2832427205083,96.214981641015,96.1464377731388,96.0774432374184,96.0079441237886,96.0041044843285,96.0000577460047,95.9958314677729
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,98.6560556451613,98.6560556451613,98.6560556451613,98.6560556451613,98.6560556451613,98.7924774193548,98.9288991935484,99.0653209677419,99.2017427419355,99.338164516129,99.4745862903226,99.6110080645161,99.7474298387097
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Israel,ISR,100,100,99.9999970119462,100,100,100,99.9999994925706,99.9999998665515,100,100,100,100,99.9999994340339,100,99.9999977771095,100,100,100,99.9999974940639,99.9999972375092,100,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Italy,ITA,99.5570595333996,99.582772000592,99.6084844677844,99.6341969349767,99.6599094021691,99.6856218693615,99.7113343365538,99.7370468037462,99.7627592709386,99.788471738131,99.8141842053233,99.8398966725157,99.8656091397081,99.8913216069004,99.9170340740928,99.9170340740928,99.9170340740928,99.9170340740928,99.9170340740928,99.9170340740928,99.9170340740928,99.9170340740928
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Jamaica,JAM,93.140042023831,93.2947825938204,93.4446874965991,93.5926484293532,93.4053511765309,93.069850837752,92.7061552592745,92.3410645133306,91.9748077749442,91.6071917949336,91.2383432127958,90.8683929712917,90.4988988817578,90.1300860025781,90.2730934740736,90.4167982455884,90.5612054061526,90.706129369907,90.8515743136034,90.997352554366,91.0299453618372,91.0640359440533
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Japan,JPN,98.5041275829008,98.5041275829008,98.5041275829008,98.5041275829008,98.5041275829008,98.5413402058129,98.5785528287251,98.6157654516372,98.6529780745494,98.6901906974615,98.7274033203737,98.7646159432859,98.801828566198,98.8390411891102,98.8762538120223,98.9134664349345,98.9506790578466,98.9878916807588,99.025104303671,99.0623169265831,99.0995295494953,99.1367421724074
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Jordan,JOR,98.5618157391789,98.5677892329595,98.5737636959146,98.5797039433001,98.5856665194469,98.6181953473712,98.6578939817567,98.6953978269393,98.7308128523099,98.7640608180852,98.7953569289247,98.8247327077231,98.8523065327898,98.8780677262203,98.9022105490586,98.9124759274238,98.9225522204197,98.9323885896614,98.9419874513741,98.9513662051964,98.9605142327008,98.9650286553483
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Kazakhstan,KAZ,90.1456856906055,90.5514736551579,90.9003046170282,91.2482276644926,91.5952525015184,91.9413654970705,92.2865657278416,92.6308557902812,92.9742349552247,93.3167062650438,93.658151284706,93.9987857063682,94.3385051458283,94.6322012316253,94.8292003225759,95.0253353861125,95.2205093968163,95.4146619777583,95.4202366981964,95.4270288711281,95.434966101715,95.4440593150103
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Kenya,KEN,47.5215439625049,48.2518992281649,48.979444352568,49.7040605333866,50.4256238590254,51.1430915602267,51.8573012461913,52.5681331555402,53.275470069156,53.9783235891312,54.6774682238522,55.3748717303116,56.069887517384,56.763103474007,57.4534727374167,58.1411638109897,58.8259446957595,59.5075723291909,60.1861769797416,60.8607832568561,61.5318675559739,62.1988372789129
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Kiribati,KIR,60.893231266574,61.672187400106,62.311559608407,62.9513089489861,63.5911519803367,64.2307946096165,65.0064925331894,65.8907744488687,66.7466716821765,67.5288680794794,68.1872255114254,68.839459835366,69.4853912854622,70.1236598577451,70.7549985030549,71.3789331649567,71.9909323237326,72.5897573170698,73.1759221002406,73.7493673795618,74.3094772830817,74.8564949036471
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,"Korea, Dem. People's Rep.",PRK,99.3029424138404,99.3025428052032,99.3021505403324,99.3017601327987,99.2395010690127,98.8654694870278,98.4923397809476,98.1201002491517,97.7487527395899,97.3801754237773,97.0141879545271,96.6502061829042,96.2883252390654,95.9284731313416,95.5706756556801,95.2148804205921,94.8621023027482,94.5124537004121,94.1662330163771,93.8236859124211,93.8438458039225,93.8651413187457
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,"Korea, Rep.",KOR,..,..,98.7011689015474,98.7011689015474,98.7011689015474,98.7011689015474,98.7011689015474,98.7830634842858,98.8649580670242,98.9468526497625,99.0287472325009,99.1106418152392,99.1925363979776,99.2744309807159,99.3563255634543,99.4382201461927,99.520114728931,99.6020093116694,99.6839038944077,99.7657984771461,99.8476930598844,99.9295876426228
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Kuwait,KWT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Kyrgyz Republic,KGZ,80.1783460675784,80.1779002393381,80.8258060455199,81.4735133654664,82.1214480409789,82.6625994147722,83.2016848450411,83.7383032730446,84.2726580694836,84.8049318232824,85.3389954123315,85.8747231329493,86.4119693986612,86.9500865237828,87.4889459051265,88.0282482591756,88.5576179455505,88.9930004791348,89.4269430969054,89.8588080901834,90.7146537383369,90.7535570360755
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Lao PDR,LAO,46.143848205213,48.524929236801,50.8838607638913,53.21832229116,55.5286060568114,57.745839442934,59.8096024143336,61.8526870640613,63.875981553694,65.8782387333446,67.8600517437763,69.8213997819088,71.7625157312812,73.6824008650336,75.5818243952046,77.4605718115198,79.5978434078883,81.4519970802846,83.2858837172435,85.099831820973,85.2197393366705,85.3403998910021
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Latvia,LVA,97.8027224566011,97.7993190131004,97.8486441734466,97.8995621226117,97.9543592991945,98.008884088551,98.0601767778274,98.1108519087607,98.1617324380163,98.2136201520075,98.266358440359,98.3190303591245,98.3716321139667,98.4241537968664,98.4765906084133,98.5289621895309,98.5813642330942,98.6337529130144,98.6860670993294,98.7382545669579,98.7902639963924,98.8420437979057
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Lebanon,LBN,84.405966418836,84.8464276114991,85.2868888041622,85.7273499968254,86.1678111894885,86.6082723821516,87.0487335748148,87.489194767478,87.9296559601411,88.3701171528043,88.8105783454674,89.2510395381305,89.6915007307936,90.1319619234568,90.5724231161199,91.012884308783,91.4533455014463,91.8938066941094,92.3342678867725,92.6,92.6,92.6
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Lesotho,LSO,65.636611158019,65.9923559534695,66.3542082338942,66.7221283451514,67.0966895514577,67.4772215254613,67.8645033042361,68.2373154573875,68.6157485170912,68.9992422389788,69.3885918469781,69.7836824972615,70.154778546095,70.5298400497141,70.9091710075085,71.2930990924663,71.681200471811,72.0738058926457,72.4725685079459,72.8773752061875,73.2889187141576,73.6287606631279
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Liberia,LBR,62.1141167174672,62.9908518572078,63.864476418241,64.7344024187189,65.6009043147856,66.4636974813107,67.0665699495134,67.6595866966161,68.242565407297,68.8182820225148,69.3866631860321,69.9478732610742,70.501369161342,71.0475598645303,71.585930812849,72.1166658826897,72.639712581474,73.1546189383908,73.6617756114445,74.1609602963714,74.6521483206642,75.1353366841574
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Libya,LBY,84.2320719602978,85.1020415068801,85.9720110534627,86.8419806000452,87.7119501466275,88.58191969321,89.4518892397925,90.3218587863748,91.1918283329574,92.0617978795399,92.9317674261222,93.8017369727047,94.6717065192872,95.5416760658698,96.411645612452,97.2816151590346,98.1515847056171,99.0215542521994,99.8915237987819,99.8915237987819,99.8915237987819,99.8915237987819
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Liechtenstein,LIE,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Lithuania,LTU,89.6695663284182,90.1167290972295,90.5603040029276,91.0054056999747,91.4520269763869,91.9138706271934,92.3892460143079,92.8634415448249,93.3364474617288,93.7976524323637,94.2487448779998,94.7096039955815,95.18639409975,95.6610147705921,96.1335981896812,96.6041391284408,97.0737449088059,97.5420664494059,97.9905320928671,98.0014728864191,98.0133504964109,98.0259726580572
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Luxembourg,LUX,99.9999996217072,99.9999982709587,99.9999987407332,100,100,100,99.9999990503713,99.999997621518,100,100,100,100,99.9871988643625,99.9652463040047,99.9446049649796,99.92517284659,99.9068737103635,99.8896073148958,99.8733042332159,99.8767046171651,99.8799371174608,99.8830082695794
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,"Macao SAR, China",MAC,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Madagascar,MDG,36.9481213461385,37.5806865894037,38.2126799889212,38.8436031481293,39.4738982619878,40.2552973589026,41.0378421311969,41.820986961241,42.6055743876338,43.3892235845163,44.1727775368766,44.9557063792181,45.7379371546935,46.5189417208381,47.299102963258,48.077446714498,48.854353375217,49.6293115469512,50.4022432734825,51.1722061354795,51.9400233315503,52.7043071877967
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Malawi,MWI,53.8551503867891,54.6944365407866,55.5306960967453,56.3642789213834,57.1948248177515,58.0226689907609,58.8474613731577,59.6695187660042,60.488516312097,61.3079411675592,62.127463511403,62.9470286507326,63.7660224661247,64.5846233286892,65.4019636230554,66.21842923585,67.0329347081967,67.84581515677,68.6566613091595,69.4648756261317,70.2704690844752,71.0728290743371
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Malaysia,MYS,96.8785596404147,96.9386638984312,96.9407846944461,96.9447925660287,96.9506381574656,96.9579979151332,96.9670360851847,96.9776304446457,96.989737695616,97.0030775011132,97.0177484525087,97.0238916764979,97.0294883870059,97.0360191765734,97.0436886468194,97.0522072204615,97.0616988178433,97.0711842734063,97.08076702519,97.0903674239334,97.0999105708665,97.1094167919655
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Maldives,MDV,93.8161752422714,94.1999675312677,94.5765294876173,94.9453974450017,95.3063047504855,95.6587150998305,95.9945571824833,96.3039886979955,96.6283878161288,96.949784334191,97.2681796910021,97.5835487524829,97.8958734972482,98.2050998830209,98.5112365758254,98.8142445978223,99.1140929170056,99.4107759168005,99.4972301789114,99.5272078072488,99.5444450641446,99.5621142590515
